General,English Translation,পদ (Google API),Updated Human,পদ (Human),Barishal_bangla_speech,Sylhet_bangla_speech,Chittagong_bangla_speech,Mymensingh_bangla_speech,Noakhali_bangla_speech
নেয়,takes,ক্রিয়া,ক্রিয়া,ক্রিয়া,লয়,লায়,ফেলাই,নেয়,নেশায়
নেয়নি,did not take,ক্রিয়া,ক্রিয়া,ক্রিয়া,নাই নিছে  ,নিছেনা,ন লয়,নেয়নি,হালায়
নেয়া,to take,ক্রিয়া,ক্রিয়া,ক্রিয়া,নেওয়া,নেওয়া,লই,নেওয়ন,নিছেনা
নোংরা,dirty,বিশেষ্য,বিশেষণ,বিশেষণ,ময়লা,ময়লা,ময়লা,নোংরা,নি
নৌকা,the boat,সর্বনাম,বিশেষ্য,বিশেষ্য,নৌকা,নৌকা,নৌকা,নৌকা,কাচরা
নৌকায়,on the boat,অব্যয়,বিশেষ্য,বিশেষ্য,নৌকায়,নৌকা,নৌকাত,নৌকায়,নৌকা
নয়,not,বিশেষণ,বিশেষ্য,ক্রিয়া,না,নায়,নো,না,নৌকাত
পক্ষ,side,বিশেষ্য,বিশেষ্য,বিশেষ্য,পক্ষ,পক্ষ,ফক্কত্তুন,পক্ষ,ন
পক্ষকে,to the side,বিশেষ্য,বিশেষ্য,বিশেষ্য,পক্ষরে,পক্ষর,পক্করে,পক্ষকে,হক্ক
পছন্দ,choice,বিশেষ্য,ক্রিয়া,বিশেষ্য,পছন্দ,ফছন্দ,ফচন্দ,পসন্দ,পক্ষকে
পছন্দে,in choice,অব্যয়,ক্রিয়া,বিশেষ্য,পছন্দে,পছন্দে,ফচন্দে,পসন্দে,হছন্দ
পছন্দেই,by choice,অব্যয়,ক্রিয়া,বিশেষ্য,পছন্দেই,ফছন্দেউ,ফসন্দমতন,পসন্দেই,হছন্দে
পছন্দের,preferred,বিশেষণ,বিশেষ্য,বিশেষ্য,পছন্দের,ফছন্দর,ফচন্দর,পছন্দের,হছন্দেই
পজিটিভ,positive,বিশেষণ,বিশেষ্য,বিশেষ্য,ভালভাবে  ,পজিটিভ,বালা,ভালা,হসন্দ
পড়ছি,reading,বিশেষ্য,ক্রিয়া,ক্রিয়া,পড়তেয়াছি,পড়ছি,ফরির,পড়তাসি,পজিটিভ
পড়তে,to read,ক্রিয়া,ক্রিয়া,ক্রিয়া,পড়তে,ফরাত,ফরিবার,পড়তে,হরিয়ের
পড়বে,will read,ক্রিয়া,ক্রিয়া,ক্রিয়া,পড়বে,ফরবা,ফরিবো,পড়বে,হইডতে
পড়লাম,I read,সর্বনাম,ক্রিয়া,ক্রিয়া,প্রচণ্ড মাথা ব্যথা করছিলো,পড়লাম,ফইরলাম,পড়লাম,হড়ে
পড়া,Reading,ক্রিয়া,বিশেষ্য,বিশেষ্য,হইবে,ফড়া,ফরা,পড়া,হইড়লাম
পড়ার,reading,বিশেষ্য,বিশেষ্য,বিশেষ্য,পড়ার,পড়িয়াও,যাইবর,পড়ার,হোড়া
পড়ার পরেও,Even after reading,বিশেষণ,অব্যয়,বিশেষ্য,খাইয়াও,ফরার বাদেও,ফড়ার ফরেও,পড়ার পরেও,খাইবার
পড়াশোনা,study,বিশেষ্য,বিশেষ্য,ক্রিয়া,পরালেহা,পড়ালেখা,ফরাশুনা,পড়াশুনা,পড়ার পরেও
পড়াশোনার,of study,অব্যয়,বিশেষ্য,বিশেষ্য,পড়াশুনার,পড়ার,ফরাশোনার,পড়াশুনার,হড়ালেয়া
পড়ে,read,বিশেষ্য,ক্রিয়া,বিশেষ্য,পইড়া,পড়িয়া,ফরি,ফইড়া,হরাশোনার
পড়েছি,have read,ক্রিয়া,ক্রিয়া,ক্রিয়া,পড়ছি,পড়লাম,ফইরগি,পড়সি,হরি
পড়েছে,fell,ক্রিয়া,ক্রিয়া,ক্রিয়া,পরছে,ওইছে,ফরের,পড়সে,হইড়ছি
পড়েছেন,have read,ক্রিয়া,ক্রিয়া,ক্রিয়া,পড়ছেন,পড়ছোইন,পড়েছেন,পড়তাসেন,হইডছে
পড়ো,Read,ক্রিয়া,ক্রিয়া,ক্রিয়া,পড়ো,পড়রায়,পড়,পড়ো,পড়েছেন
পথ,the way,সর্বনাম,বিশেষ্য,বিশেষ্য,রাস্তা,ফথ,ফত,পথ,হড়ো
পথে,on the way,অব্যয়,বিশেষ্য,বিশেষ্য,দিক,পতো,ফতঅত,পথে,পত
পথের,of the way,অব্যয়,বিশেষ্য,বিশেষ্য,রাস্তার,ওর,ফতর,পথের,হতে
পদে,in the position,অব্যয়,বিশেষ্য,বিশেষ্য,চেয়ারত  ,ফদে,জাগাত,পদে,হথের
পদ্মার,Padma,বিশেষ্য,বিশেষ্য,বিশেষ্য,পদ্দার,পদ্মার,ফদ্দার,পদ্মার,পদে
পর,after,অব্যয়,অব্যয়,বিশেষ্য,পর,পর,ফর,বাদে,হদ্দার
পর,after,অব্যয়,অব্যয়,বিশেষ্য,পর,পর,পর ,পর,হরে
পরই,after,অব্যয়,অব্যয়,বিশেষ্য,পরই,পরই,ফর,পরই,হর
পরও,despite,অব্যয়,অব্যয়,বিশেষ্য,পরো,বাদেও,ফরো,পরেও,হরেই
পরকিয়া,Stranger,বিশেষ্য,বিশেষ্য,বিশেষ্য,পরকিয়া,পরকীয়া,ফরোকিয়া,পরকিয়া,হরও
পরকীয়ায়,in alienation,অব্যয়,বিশেষ্য,বিশেষণ,পরকীয়ায়,পরকীয়া,ফরকিয়া,পরকীয়ায়,পরকিয়া
পরকীয়ায়,in alienation,অব্যয়,বিশেষ্য,বিশেষণ,পরকীয়ায়,পরকীয়াত,পরকীয়াত,পরকীয়ায়,হরকিয়া
পরত,wore,বিশেষ্য,বিশেষ্য,বিশেষ্য,পরতে,পড়তো,ফইত্তো,পরত,হরকিয়ায়
পরতাম,I used to wear,সর্বনাম,ক্রিয়া,বিশেষণ,পরতাম,যাইতাম,যাইতেম,পরতাম,হইরতো
পরতে,to wear,বিশেষ্য,ক্রিয়া,ক্রিয়া,পড়তে ,ফরাত,ফইরতো,পড়তে,হইরতাম
পরনির্ভরশীল,dependent,বিশেষ্য,বিশেষণ,বিশেষণ,হগলারে ধইরা চলে ,পরনির্ভরশীল,অন্যর ভরসা,অন্যের উপর ,হইরতো
পরপরই,right away,বিশেষণ,অব্যয়,বিশেষ্য,পরেই,ফরেও,ফর,পরপরই,পরনির্ভরশীল
পরপারে,on the other side,অব্যয়,বিশেষ্য,বিশেষ্য,পরপারে,পরপার,ফরফারঅত,পরপারে,হরহরই
পরবর্তী,next,বিশেষণ,বিশেষণ,বিশেষণ,পরের সময়  ,পরবর্তী,পরর,পরের ,পারাপারে
পরবর্তীতে,Later on,বিশেষণ,অব্যয়,ক্রিয়া,পরে,বাদেদি,তারফরে,পরে,এরহরে
পরস্পরকে,Each other,সর্বনাম,অব্যয়,বিশেষ্য,নিজেগো,এখজন আরোখ জনরে,একজন আরেকজন অরে,একজন আরেকজনরে,হরে
পরামর্শ,advice,বিশেষ্য,বিশেষ্য,বিশেষ্য,পরামর্শ,পরামর্শ,ফরামর্শ,পরামর্শ,এজ্ঞা আরেজ্ঞা রে 
পরার,to wear,ক্রিয়া,বিশেষ্য,বিশেষ্য,পড়ার,পরার,ফরার,পরার,পরামর্শ
পরার্মশ,Paramash,বিশেষ্য,বিশেষ্য,বিশেষ্য,পরামর্শ,উপায়,পরামর্শ,পরার্মশ,হরার
পরিকল্পনা,the plan,সর্বনাম,বিশেষ্য,বিশেষণ,প্ল্যান,ফ্লান,প্ল্যান,পরিকল্পনা,হরামর্শ
পরিকল্পনাটা,the plan,সর্বনাম,বিশেষ্য,বিশেষণ,প্ল্যানডা  ,পরিকল্পনাটা,চিন্তায়্যো,পরিকল্পনাডা ,পরিকল্পনা
পরিচয়,Introduction,বিশেষ্য,বিশেষ্য,বিশেষ্য,পরিচয়,পরিচয়,ফরিচয়,পরিচয়,পরিকল্পনাটা
